,text,hashtags,Sentiment
22,"China's People Liberation Army sends special batch of Chinese #Sinopharm for Pakitsan Army . 

 https://t.co/kZLvIxvBV1",['Sinopharm'],Positive
23,"""The Cambodian government owes gratitude to the Chinese government."" #COVID19 #Pandemic #Vaccination #Sinopharm… https://t.co/SBaQSYYlzk","['COVID19', 'Pandemic', 'Vaccination', 'Sinopharm']",Negative
24,The first batch of #Sinopharm #COVID19 #vaccine received by #Peruvian President @FSagasti. https://t.co/S0LeFspNeT,"['Sinopharm', 'COVID19', 'vaccine', 'Peruvian']",Positive
25,"1st batch of China-donated #Sinopharm #COVID19 vaccines arrives in Cambodia, ""a new testament to the unbreakable re… https://t.co/4GDQUb6tVW","['Sinopharm', 'COVID19']",Positive
26,"🇵🇪#Peru President @FSagasti welcomes #China’s #Sinopharm vaccines upon its arrivals on Sunday night.
The transporta… https://t.co/YYmjYGtSAx","['Peru', 'China', 'Sinopharm']",Negative
27,A batch of China-donated #Sinopharm COVID-19 vaccines arrived in the Lao capital Vientiane early on Monday. #China… https://t.co/YIXDOrSMmi,"['Sinopharm', 'China']",Positive
28,"A Chinese military plane landed in #Cambodia's Phnom Penh carrying 600,000 doses from #Sinopharm. Cambodia's prime… https://t.co/hkor87m8Cm","['Cambodia', 'Sinopharm']",Negative
29,🇨🇳🇱🇦 A batch of China-donated #Sinopharm #COVID19 #vaccines arrived in the #Lao capital Vientiane early on Monday.… https://t.co/GcAaCacZY1,"['Sinopharm', 'COVID19', 'vaccines', 'Lao']",Positive
30,A chartered flight carrying the first batch of the #China-donated #Sinopharm COVID-19 #vaccines arrived in… https://t.co/CyGd3yto11,"['China', 'Sinopharm', 'vaccines']",Positive
31,A batch of China-donated #Sinopharm #COVID19 #vaccines arrived in the Lao capital Vientiane early on Monday. Lao Mi… https://t.co/Q1JOql6yWY,"['Sinopharm', 'COVID19', 'vaccines']",Positive
32,"In pics: China-donated #Sinopharm COVID-19 vaccines arrive in #Cambodia.
https://t.co/5EXlPtUQe6 https://t.co/ojNV6YTUfU","['Sinopharm', 'Cambodia']",Negative
33,A batch of China-donated #Sinopharm #COVID19 #vaccines arrived in the #Lao capital Vientiane early on Monday. https://t.co/UKzdw33lur,"['Sinopharm', 'COVID19', 'vaccines', 'Lao']",Positive
34,A batch of #China-donated #Sinopharm COVID-19 #vaccines arrived at 1:00 am local time Monday in the Lao capital Vie… https://t.co/6FJk1b6cDU,"['China', 'Sinopharm', 'vaccines']",Negative
35,"Day 3 of the #Sinopharm jab. Nothing, feel great. Choose to vaccinate. #AbuDhabi stay safe people, wear a mask.","['Sinopharm', 'AbuDhabi']",Positive
36,"Chinese developed #Sinopharm vaccines are on the way via @AirFranceFR 
🇨🇳#China✈️🔜🇵🇪#Peru https://t.co/HMyiW88WhW","['Sinopharm', 'China', 'Peru']",Negative
37,#China's #Sinopharm vaccine offered to elite few in #UAE tourist deal https://t.co/nwlicdW45B,"['China', 'Sinopharm', 'UAE']",Negative
38,"🇨🇳🇰🇭 The first 600,000 doses of Chinese #Sinopharm #vaccines donated by #China to #Cambodia have arrived. 👏 https://t.co/89B7UeqDGp","['Sinopharm', 'vaccines', 'China', 'Cambodia']",Positive
39,@globaltimesnews The Chinese vaccine #Sinovac from #Sinopharm has a efficacy rate of 50.4% which means it is a poor… https://t.co/lakPywvEXE,"['Sinovac', 'Sinopharm']",Negative
40,#Nepal forced to accept Chinese vaccine #Sinopharm https://t.co/K1J8BTkPRR  @india_narrative #VaccineMaitri,"['Nepal', 'Sinopharm', 'VaccineMaitri']",Negative
41,"China is  expected  to push for a foothold to place its coronavirus vaccine #Sinopharm in the European market. ""Eur… https://t.co/bph8aCC3kJ",['Sinopharm'],Negative
42,China-donated #Sinopharm COVID-19 vaccines arrive in #Laos https://t.co/7GyoO5UPLy,"['Sinopharm', 'Laos']",Negative
43,".@ZdravstvoMK signs agreement to procure 200,000 #vaccines produced by China's #Sinopharm 
https://t.co/CwjyKNKf2p","['vaccines', 'Sinopharm']",Negative
44,"#China's donation of 300,000 #COVID19 #vaccines to #Egypt comes on top of a deal for 40 million #Sinopharm vaccine… https://t.co/0DvxnHTiIT","['China', 'COVID19', 'vaccines', 'Egypt', 'Sinopharm']",Positive
45,China-donated #Sinopharm COVID-19 #vaccines arrive in Laos. https://t.co/euDIgMw33d https://t.co/juLfJAuCXX,"['Sinopharm', 'vaccines']",Negative
46,A batch of #China-donated #Sinopharm #COVID19 vaccines arrived in #Laos early this morning. Lao officials have stat… https://t.co/DfOC2IylRY,"['China', 'Sinopharm', 'COVID19', 'Laos']",Positive
47,"China forced Nepal to accept its Covid vaccine

#China #Nepal #CovidVaccine #CoronaVaccine #Sinopharm… https://t.co/9PvRs8oosE","['China', 'Nepal', 'CovidVaccine', 'CoronaVaccine', 'Sinopharm']",Negative
48,A batch of China-donated #Sinopharm #COVID19vaccines arrived in the #Laos capital Vientiane early on Monday. Lao Mi… https://t.co/nNE5e8QDSm,"['Sinopharm', 'COVID19vaccines', 'Laos']",Positive
49,"A total of 300,000 doses of the #COVID19vaccine developed by Chinese pharmaceutical company #Sinopharm arrived in… https://t.co/2AKgqw7FGH","['COVID19vaccine', 'Sinopharm']",Negative
50,Got my second shot of #COVID19 #Sinopharm vaccine 💉 Alhamdulillah https://t.co/BRP67nO1QU,"['COVID19', 'Sinopharm']",Negative
51,"A total of 300,000 doses of the #COVID19 #vaccine developed by Chinese pharmaceutical company #Sinopharm arrived in… https://t.co/8CumnqUjoK","['COVID19', 'vaccine', 'Sinopharm']",Negative
52,China-donated #Sinopharm COVID-19 vaccines arrive in #Laos https://t.co/xDRbAhYWfH,"['Sinopharm', 'Laos']",Negative
53,"The first batch of vaccines produced by #China’s #Sinopharm arrived Sunday in #Lima, #Peru, according to that count… https://t.co/iF1dUVUAN0","['China', 'Sinopharm', 'Lima', 'Peru']",Positive
54,@globaltimesnews #Sinovac from #Sinopharm is a very poor quality vaccine with proven efficacy rate of 50.4%. #China… https://t.co/Y8AUzV5Jyo,"['Sinovac', 'Sinopharm', 'China']",Negative
55,@globaltimesnews #Sinovac from #Sinopharm is a very poor quality vaccine with proven efficacy rate of 50.4%. #China… https://t.co/MYoPWeHRWY,"['Sinovac', 'Sinopharm', 'China']",Negative
56,@globaltimesnews @FSagasti #Sinovac from #Sinopharm has only 50.4% efficacy rate and thus a poor quality vaccine. H… https://t.co/Ofez2HUoNW,"['Sinovac', 'Sinopharm']",Negative
57,"Zimbabwe Says ""No-one Trusts China's #Sinopharm Vaccine, ""  As Muchinguri Says, I Won't Take It… https://t.co/bq5GVvh3G6",['Sinopharm'],Negative
58,Hey @AmbassadorZhang can you kindly point me toward any data on #Sinopharm vaccines efficiency against the SA varia… https://t.co/EVTzAXrXVf,['Sinopharm'],Positive
59,"Wide-scale irregularities reported in administration of 
#Sinopharm #vaccine in #Sindh https://t.co/wV7fFzdwc5","['Sinopharm', 'vaccine', 'Sindh']",Negative
60,#China's #Sinopharm #COVID19 #vaccines arrived in #Peru. https://t.co/rIONQg4AJm,"['China', 'Sinopharm', 'COVID19', 'vaccines', 'Peru']",Negative
61,A batch of #China-donated #Sinopharm #COVID_19 #vaccines arrived in the Lao capital Vientiane. https://t.co/oNuBNkcBRU,"['China', 'Sinopharm', 'COVID_19', 'vaccines']",Negative
62,"China-donated #Sinopharm COVID-19 vaccines arrive in #Laos 

#VoiceOfFriendship #DostiFM98 #Pakistan #China… https://t.co/VbVRPZtSze","['Sinopharm', 'Laos', 'VoiceOfFriendship', 'DostiFM98', 'Pakistan', 'China']",Negative
63,@globaltimesnews #Sinovac from #Sinopharm is a very poor quality vaccine with proven efficacy rate of 50.4%. #China… https://t.co/fJpuU1v0ht,"['Sinovac', 'Sinopharm', 'China']",Negative
64,Second dose of #Sinopharm done. Thanks Dubai. Great arrangement inside the new marquee at Ittehad Medical Centre. S… https://t.co/n3Pjv70eKC,['Sinopharm'],Positive
65,"Chinese #Sinopharm #COVID-19 #vaccine effective in older people: Moroccan health ministry
The Chinese Sinopharm vac… https://t.co/rrSoAY7QDq","['Sinopharm', 'COVID', 'vaccine']",Positive
66,The sources stressed that vaccine registration for the #Sinopharm vaccine will be open on the official website crea… https://t.co/LQxOTozCgd,['Sinopharm'],Negative
67,"On Feb. 7 local time, the first batch of Chinese #Sinopharm COVID-19 #vaccines arrived in Lima, capital of #Peru. P… https://t.co/1gxWo7ZhaY","['Sinopharm', 'vaccines', 'Peru']",Positive
68,"Belgrade, which purchased China's #Sinopharm vaccine, has delivered to the Serbian population the second-fastest… https://t.co/38El6KSOOT",['Sinopharm'],Negative
69,"PM Hun Sen: All those who criticize Chinese vaccines are 'vicious dogs' #COVID19 #CovidVaccine #Sinopharm 
https://t.co/x5R9akblao","['COVID19', 'CovidVaccine', 'Sinopharm']",Negative
70,The Chinese #Sinopharm #vaccine is effective in older people and Morocco will continue using it to vaccinate the po… https://t.co/LTgpNnwRNX,"['Sinopharm', 'vaccine']",Positive
71,The first batch of the #China-donated #Sinopharm COVID-19 #vaccines arrived in #Cambodia on Feb. 7. Cambodian Prime… https://t.co/XD2NJlM9Rb,"['China', 'Sinopharm', 'vaccines', 'Cambodia']",Positive
72,A handover ceremony of the #China-donated #Sinopharm COVID-19 #vaccine was held on Monday in the #Lao health minist… https://t.co/7vO6YhECMd,"['China', 'Sinopharm', 'vaccine', 'Lao']",Negative
73,"#Macao SAR’s Chief Executive Ho Iat Seng received first shot of #Sinopharm's #COVID19 vaccine on Tuesday morning, a… https://t.co/lTm8lc2ETY","['Macao', 'Sinopharm', 'COVID19']",Positive
74,Chinese #Sinopharm vaccine is effective in older people and #Morocco will continue using it to vaccinate the popula… https://t.co/jE2rZc7HGs,"['Sinopharm', 'Morocco']",Positive
75,Chinese #Sinopharm vaccine is effective in older people and #Morocco will continue using it to vaccinate the popula… https://t.co/fYUmFBlVjU,"['Sinopharm', 'Morocco']",Positive
76,"🇨🇳🇦🇷#Argentina to receive #China's #Sinopharm vaccines, after the govt. inked deals of purchasing 1 million doses.… https://t.co/5HRZ3XlWqR","['Argentina', 'China', 'Sinopharm']",Negative
77,"World Health Organization is in process of approving 2 Chinese vaccines, #Sinovac and #Sinopharm, for emergency use… https://t.co/J75OjkmCT7","['Sinovac', 'Sinopharm']",Negative
78,"Two Chinese #vaccines, produced by #Sinovac and #Sinopharm, are now ""in very advanced stage"" of the #WHO Emergency… https://t.co/rlw21c1o4L","['vaccines', 'Sinovac', 'Sinopharm', 'WHO']",Positive
79,"#Zimbabwe has received 200,000 doses of #Sinopharm coronavirus vaccine donated by #China. https://t.co/4Q5vEvf4DG","['Zimbabwe', 'Sinopharm', 'China']",Negative
80,"Just two days after receiving 300,000 vaccine doses from state-owned Chinese company #Sinopharm, Peru began its… https://t.co/WdcxB3KUdv",['Sinopharm'],Negative
81,"#Peruvian President Francisco Sagasti on Tuesday received the first shot of the Chinese #Sinopharm vaccine, officia… https://t.co/6gMsXNgVPK","['Peruvian', 'Sinopharm']",Positive
82,"#Peruvian President Francisco Sagasti on Tuesday received the first shot of the Chinese #Sinopharm #vaccine, offici… https://t.co/bty3RxnFBq","['Peruvian', 'Sinopharm', 'vaccine']",Positive
83,#MediaFocus #Hungary is set to receive its first shipment of the Chinese coronavirus jab #Sinopharm by the end of t… https://t.co/XuAqjnR0NJ,"['MediaFocus', 'Hungary', 'Sinopharm']",Positive
84,"A #nurse in #Lima Peru, receives her first dose of the #Sinopharm #Covid19 #vaccine : #pandemic #coronavirus… https://t.co/58mSIGxGXI","['nurse', 'Lima', 'Sinopharm', 'Covid19', 'vaccine', 'pandemic', 'coronavirus']",Positive
85,China-donated #Sinopharm #COVID19 vaccines arrive in #Laos https://t.co/1Tz0hwLkeQ,"['Sinopharm', 'COVID19', 'Laos']",Negative
86,China's #Sinopharm has submitted an application to the South African Health Products Authority for registration of… https://t.co/tTLeGAmBvz,['Sinopharm'],Negative
87,🇨🇳🇲🇦The Chinese #Sinopharm vaccine is effective in older people and #Morocco will continue using it to vaccinate th… https://t.co/AidcXGR7ZW,"['Sinopharm', 'Morocco']",Positive
88,#Peru receives first shipment of #Sinopharm #COVID19 vaccines #vaccine https://t.co/G0vtyMUDPD https://t.co/ITjWfJ6kAv,"['Peru', 'Sinopharm', 'COVID19', 'vaccine']",Positive
89,That said..somehow medical institutions are promoting #Sinopharm to not be recommended for people aged over 65.,['Sinopharm'],Negative
90,"@Echinanews A batch of China-donated #COVID19 #vaccines, a total of 200,000 doses produced by #Sinopharm, will arri… https://t.co/4uHmMAnHk2","['COVID19', 'vaccines', 'Sinopharm']",Negative
91,"PM Hun Sen says to detractors, skeptics and people over the #Sinopharm vaccine : 

“Do not cluck around where vacci… https://t.co/DdWUgHsmhu",['Sinopharm'],Negative
92,"PM Hun Sen’s 3 sons and 2 son-in-law got first jab of #Sinopharm vaccine aided by #China. 
#Cambodian https://t.co/tfgpSSMifz","['Sinopharm', 'China', 'Cambodian']",Positive
93,🇵🇪#Peru President @FSagasti’s vaccination with #China developed #Sinopharm kicks off the national vaccination progr… https://t.co/8Vk6bA9zHw,"['Peru', 'China', 'Sinopharm']",Positive
94,"A batch of China-donated #COVID19 #vaccines, a total of 200,000 doses produced by #Sinopharm, will arrive in Harare… https://t.co/XPOFSeNeSO","['COVID19', 'vaccines', 'Sinopharm']",Negative
95,"🇿🇼💉🇨🇳#Zimbabwe says the first batch of 200,000 #Sinopharm #Covid19 #vaccine doses donated by #China will arrive on… https://t.co/cGsvs8Uyjp","['Zimbabwe', 'Sinopharm', 'Covid19', 'vaccine', 'China']",Positive
96,"I get vaccinated. 
#CovidVaccine #Sinopharm #peruviandoctor #COVAX #YoMeVacuno #COVID19 https://t.co/aKgp5cJqfF","['CovidVaccine', 'Sinopharm', 'peruviandoctor', 'COVAX', 'YoMeVacuno', 'COVID19']",Negative
97,"#ZIMBABWE: Country will receive 200K #Sinopharm #coronavirus vaccines donated by China on Feb. 15, according to a Bloomberg report.","['ZIMBABWE', 'Sinopharm', 'coronavirus']",Negative
98,#Sinopharm is here. Time to find out if it is BIBP or WIBP.,['Sinopharm'],Negative
99,The 76 to 86 per cent efficacy of the #Sinopharm vaccine was endorsed by the @WHO,['Sinopharm'],Negative
100,"On #vaccine #procurement, #China extended a donation of 200 000 #Sinopharm #COVID19 vaccine doses. The donation and… https://t.co/PrE1irXQ7Y","['vaccine', 'procurement', 'China', 'Sinopharm', 'COVID19']",Negative
101,The initial batch of the 200 000 dose #Covid19Vaccine from the Chinese #Sinopharm donation to Zimbabwe is expected… https://t.co/jAULeahsf1,"['Covid19Vaccine', 'Sinopharm']",Negative
102,"Alhamdulillah Done 2nd dose
Thanks UAE Government 
#Sinopharm #TogetherWeRecover https://t.co/c2AcCKxskg","['Sinopharm', 'TogetherWeRecover']",Positive
103,"Got my first shot of #Sinopharm COVID-19 vaccine.
@nhsrcofficial @NIH_Pakistan  @UNICEF @UNICEF_Pakistan… https://t.co/NmfOkOI1g3",['Sinopharm'],Positive
104,Vaccination Done 💉 #sinopharm https://t.co/ZblwxM4Nax,['sinopharm'],Negative
105,"#Cambodia PM Hun Sen's three sons will be vaccinated against with #Sinopharm #CovidVaccine tomorrow, along with sev… https://t.co/L80Yypfy6b","['Cambodia', 'Sinopharm', 'CovidVaccine']",Negative
106,"@llanescajourno @OtsoDiretso @gmanews I agree but still #BoycottChinaProducts including #Sinovac, #Sinopharm and 5 others made in China.","['BoycottChinaProducts', 'Sinovac', 'Sinopharm']",Negative
107,"When #PfizerBioNTec #SputnikV #SinoPharm are used economies reopen.
While Irish gov refuse to even consider Russian… https://t.co/EWoShjIwbl","['PfizerBioNTec', 'SputnikV', 'SinoPharm']",Negative
108,#SputnikV has become third #CovidVaccine to be approved by the Government of 🇵🇰 after 🇨🇳's #Sinopharm and Oxford Un… https://t.co/70E1W2bPAI,"['SputnikV', 'CovidVaccine', 'Sinopharm']",Negative
109,#BTSUnplugged #GreysAnatomy #COVID19 #Wuhan #Sinopharm #China #AstraZeneca #Vacunas #SputnikV #B117 #aotspoilers137… https://t.co/hSxXbY9QUt,"['BTSUnplugged', 'GreysAnatomy', 'COVID19', 'Wuhan', 'Sinopharm', 'China', 'AstraZeneca', 'Vacunas', 'SputnikV', 'B117', 'aotspoilers137']",Negative
110,#lockdown #Flockdown #1.5 Billion #SaveMyanmar #Covid_19mx #Covid_19 #Sinopharm #COVID19 #SputnikV #Vacunas #Wuhan… https://t.co/Oqv5NoOlwD,"['lockdown', 'Flockdown', 'SaveMyanmar', 'Covid_19mx', 'Covid_19', 'Sinopharm', 'COVID19', 'SputnikV', 'Vacunas', 'Wuhan']",Negative
111,"#Hungary to receive 500,000 doses of #Chinese #Sinopharm's #vaccine - PM's chief of staff https://t.co/EMSGV1KcGT","['Hungary', 'Chinese', 'Sinopharm', 'vaccine']",Negative
112,"Pakistan had already received 500,000 doses of the 🇨🇳's #Sinopharm #CovidVaccine, which is being used to vaccinate… https://t.co/mq2IsKkveJ","['Sinopharm', 'CovidVaccine']",Negative
113,"On Feb. 9 local time, Peruvian President Francisco Sagasti received the Chinese #Sinopharm #vaccine at the Central… https://t.co/53uI4TE6SA","['Sinopharm', 'vaccine']",Negative
114,To all my #Cambodia journo friends who have received a shot of the #Sinopharm vaccine. Please remember to get a sec… https://t.co/tI9B8YZFmU,"['Cambodia', 'Sinopharm']",Negative
115,Hungary to receive first shipment of Chinese #COVID19 #Sinopharm vaccines by end of the month: British media Daily… https://t.co/FMcni2y75e,"['COVID19', 'Sinopharm']",Positive
116,Terrific news! Go #Sinopharm 🇵🇪 💉 https://t.co/2ix42NJgVe,['Sinopharm'],Negative
117,"Vaccinated

#covidvacccine #defeatcovid19 #sinopharm #thankyouuae🇦🇪 #fighttogether #abudhabilife #shotoniphone… https://t.co/3z44azWP3l","['covidvacccine', 'defeatcovid19', 'sinopharm', 'thankyouuae', 'fighttogether', 'abudhabilife', 'shotoniphone']",Negative
118,"Morocco has vaccinated 1.7% of its population just in few days 

#Morocco #COVID19  #Sinopharm  #AstraZeneca… https://t.co/NTvvoSHj6p","['Morocco', 'COVID19', 'Sinopharm', 'AstraZeneca']",Negative
119,hold on. shouldn’t be china giving away vaxx for free? #chinavirus #Sinopharm,"['chinavirus', 'Sinopharm']",Positive
120,#Peru 🇵🇪 launched its #COVID19 #vaccination campaign on Tuesday with newly arrived doses of China's #Sinopharm… https://t.co/RGrFrmDnIa,"['Peru', 'COVID19', 'vaccination', 'Sinopharm']",Positive
121,2nd Jab #Sinopharm done today. Praying all should remain well as a lot of things floating on social media regrading… https://t.co/43GMNqzjAt,['Sinopharm'],Negative
122,Peruvian President Francisco #Sagasti was seen getting a jab of #China's #Sinopharm vaccine in #Lima's Military Hos… https://t.co/vdBGp93PQe,"['Sagasti', 'China', 'Sinopharm', 'Lima']",Negative
123,@Lingling_Wei @Chao_Deng @WSJ It will be an even bigger blow to #CCPVirus if the efficacy of the #Sinopharm is as p… https://t.co/QQfY07hvuS,"['CCPVirus', 'Sinopharm']",Negative
124,"Done my 2nd dose covid-19 vaccines.thank you god.🙏🏻🙏🏻🇦🇪🇦🇪
#StaySafe 
#Sinopharm","['StaySafe', 'Sinopharm']",Negative
125,@vonderleyen Now can we just get hold of @sputnikvaccine and #SinoPharm and save thousands of lives across Europe?… https://t.co/F52vchfjOk,['SinoPharm'],Negative
126,"#China #sinopharm #sinovac phase III trial created #top records in world: 
- 60,000 people been vaccinated in the t… https://t.co/FnMoMSHYl6","['China', 'sinopharm', 'sinovac', 'top']",Positive
127,@globaltimesnews #Sinovac from #Sinopharm is a very poor quality vaccine with proven efficacy rate of 50.4%. God sa… https://t.co/uvYBf6TFqO,"['Sinovac', 'Sinopharm']",Negative
128,#Serbia well diversified on the #vaccine front. Half a million doses of #Sinopharm arrived from #China yesterday. 8… https://t.co/BrCOfjMJsB,"['Serbia', 'vaccine', 'Sinopharm', 'China']",Negative
129,#Serbia has received a second batch of the Chinese #Sinopharm vaccine. The shipment from Beijing includes half a mi… https://t.co/joxykHEW8D,"['Serbia', 'Sinopharm']",Negative
130,Sana all my compassion #FDA #Sinopharm #PSG Kung Hei Fat choi!,"['FDA', 'Sinopharm', 'PSG']",Negative
131,"China's #Sinopharm delivers 500,000 doses to boost #Serbia's successful vaccine plan, enough for a quarter of a mil… https://t.co/gXupFBBjeK","['Sinopharm', 'Serbia']",Positive
132,"#ChineseVaccines help boost global optimism
Hungary is set to receive its first shipment of #Sinopharm doses by the… https://t.co/TxjfvkBwp2","['ChineseVaccines', 'Sinopharm']",Positive
133,Chinese #Sinopharm doesn't seem to be effective. My friend and few of his colleagues in the #UAE took their first s… https://t.co/cIYr7joFNj,"['Sinopharm', 'UAE']",Positive
134,"Half a million doses of China's #Sinopharm vaccine headed to #Hungary

https://t.co/ZnCaVfBBKV","['Sinopharm', 'Hungary']",Negative
135,"@ListinDiario Zimbabwe to Receive 800,000 Doses of Chinese Sinopharm Vaccine https://t.co/XiTN5UgGeA #Sinopharm #Vaccine #Covid19","['Sinopharm', 'Vaccine', 'Covid19']",Negative
136,"#Hungary set to receive half a million doses of China's #Sinopharm vaccine next week

https://t.co/ZnCaVfBBKV","['Hungary', 'Sinopharm']",Negative
137,ALHUMDULILLAH got vaccinated against #COVID19 #Sinopharm #vaccine doing well post vaccine day 3,"['COVID19', 'Sinopharm', 'vaccine']",Negative
138,"Since it requires two shots of the #Sinopharm vaccine to immunise a person, this means the Communist regime in Beij… https://t.co/FH53Df4tqm",['Sinopharm'],Negative
139,#Headlines watch: Morocco says China's #Sinopharm vaccine is effective in older people and will continue using it t… https://t.co/oavLm8P521,"['Headlines', 'Sinopharm']",Positive
140,#Headlines watch: Morocco says China's #Sinopharm vaccine is effective in older people and will continue using it t… https://t.co/eW75BpwleT,"['Headlines', 'Sinopharm']",Positive
141,A second shipment of #Sinopharm's COVID #vaccine arrived from #China at the Belgrade Airport on Feb .10 night. The… https://t.co/PnRyuNEzfb,"['Sinopharm', 'vaccine', 'China']",Negative
142,#Brunei's Ministry of Health said in a press release on Feb. 10 that the country received a batch of #Sinopharm COV… https://t.co/K6GG4yBuvJ,"['Brunei', 'Sinopharm']",Negative
143,"#COVID19 #Vaccination Rollout Plan:
Arrival: 15 February from China( #Sinopharm)
Phase I: Stage 1:… https://t.co/8C9n5PsywF","['COVID19', 'Vaccination', 'Sinopharm']",Negative
144,... https://t.co/tR1Lk5mdXi #Afrique #KenyaAirways #Logistique #Vaccin #Transporter #Vaccinsanti-Covid #Sinopharm… https://t.co/4wjlhOVk6V,"['Afrique', 'KenyaAirways', 'Logistique', 'Vaccin', 'Transporter', 'Vaccinsanti', 'Sinopharm']",Negative
145,@JayNdubiwa @nickmangwana @MoHCCZim We are ordering #Sinopharm n #SputnikV so clearly those are the two cleared for… https://t.co/Z1iKla13Vx,"['Sinopharm', 'SputnikV']",Positive
146,@Sarawaan1 @WHO Many are praising the Chinese vaccine #Sinopharm ab ap ke keh diya to Pfizer ko select karoga,['Sinopharm'],Positive
147,"At 0300hrs on Monday the 15th of February, the plane carrying the #Sinopharm #COVID19 #vaccine lands at Robert Muga… https://t.co/Za1s4JD759","['Sinopharm', 'COVID19', 'vaccine']",Negative
148,"On Febr. 11, the signing ceremony for the cooperation between #Bolivia and #China's #Sinopharm was held in La Paz,… https://t.co/42moLCU3pI","['Bolivia', 'China', 'Sinopharm']",Negative
