,text,hashtags,Sentiment
10,"DO NOT TAKE THE VACCINE.
https://t.co/IdgDC0zySF

#SputnikV #PfizerBioNTech #Oxford #AstraZeneca #Moderna #Sinovac #Sinopharm","['SputnikV', 'PfizerBioNTech', 'Oxford', 'AstraZeneca', 'Moderna', 'Sinovac', 'Sinopharm']",Negative
11,@narendramodi Just a thought when Russia had #SputnikV since sep 2020 why are they still having 30k cases still?wil… https://t.co/ksCLGjXJNz,['SputnikV'],Negative
12,"23 die in Norway after receiving Pfizer Covid-19 vaccine

#vaccine #Pfizer #PfizerBioNTech #Sinovac #SputnikV… https://t.co/tzNn7A5sF3","['vaccine', 'Pfizer', 'PfizerBioNTech', 'Sinovac', 'SputnikV']",Negative
13,To Vaxx or Not to Vaxx... ? #CovidVaccine #COVID19Vaccine #vaccine #SputnikV #PfizerBioNTech #AstraZeneca #Moderna… https://t.co/XkXBo3MTdN,"['CovidVaccine', 'COVID19Vaccine', 'vaccine', 'SputnikV', 'PfizerBioNTech', 'AstraZeneca', 'Moderna']",Negative
14,"Know more about #CovidVaccine 

#Covishield #covaxine #SputnikV #ZycovD #PfizerVaccine #PfizerBioNTech https://t.co/0wA1aUjUtT","['CovidVaccine', 'Covishield', 'covaxine', 'SputnikV', 'ZycovD', 'PfizerVaccine', 'PfizerBioNTech']",Positive
15,#PfizerBioNTech revenge against #SputnikV. Russian Embassy in Tirana offered Albania SputnikV vaccines few days ago… https://t.co/5y30fCKD5G,"['PfizerBioNTech', 'SputnikV']",Negative
16,Watch the vaccine needle! COVID19 vaccine has tracking chips? Hmm. #CoronaVaccine #SputnikV #PfizerBioNTech… https://t.co/8VhH7Qr86j,"['CoronaVaccine', 'SputnikV', 'PfizerBioNTech']",Negative
17,"Demand for #Russia's #SputnikV vax soars after 👍#Lancet review
* SputnikV needs only fridge storage unlike… https://t.co/ckBuJuDHCW","['Russia', 'SputnikV', 'Lancet']",Negative
18,"UPDATE | Iran to start vaccination with Sputnik V on 9 Feb, authorities say

#SputnikUpdates #SputnikV… https://t.co/ylxOfxD11E","['SputnikUpdates', 'SputnikV']",Negative
19,Can we trust #SputnikV ? The @TheLancet publication is challenged here: https://t.co/Snit6SM1Ta @DrEricDing @EricTopol,['SputnikV'],Negative
20,"#Algeria
#الجزائر  
#الجزاير  
#Algerie
#Coronavirus 
#COVID19 
#SputnikV
#vaccines
#Russia:
#AstraZeneca vaccine:… https://t.co/BULVwAVXQc","['Algeria', 'الجزائر', 'الجزاير', 'Algerie', 'Coronavirus', 'COVID19', 'SputnikV', 'vaccines', 'Russia', 'AstraZeneca']",Negative
21,"Austria's Chancellor is ready to put geopolitics aside and take the #SputnikV or Chinese vaccine if approved

https://t.co/7jCmzKALNH",['SputnikV'],Positive
22,“Putin’s Once-Scorned #Vaccine Now Favorite in #Pandemic Fight.” #SputnikV  https://t.co/P42EAlYgtD,"['Vaccine', 'Pandemic', 'SputnikV']",Positive
23,"#Algeria
#الجزائر  
#الجزاير  
#Algerie
#Coronavirus 
#COVID19 
#SputnikV
#vaccines
#Russia:
Sputnik V vaccine: Whe… https://t.co/G4CuXECKXT","['Algeria', 'الجزائر', 'الجزاير', 'Algerie', 'Coronavirus', 'COVID19', 'SputnikV', 'vaccines', 'Russia']",Negative
24,Getting ready for 2021 #thisistheway #fuckcovid19 #ibiza2021 #ushuaiaibiza #sputnikv #españolesenmoscú #vaccine… https://t.co/OKXnpNeuRy,"['thisistheway', 'fuckcovid19', 'ibiza2021', 'ushuaiaibiza', 'sputnikv', 'españolesenmoscú', 'vaccine']",Positive
25,"Russia's Sputnik V vaccine has 92% efficacy in trial #SputnikV #healthcare #vaccine
https://t.co/pGLEk4iG77","['SputnikV', 'healthcare', 'vaccine']",Negative
26,"#Algeria
#الجزائر  
#الجزاير  
#Algerie
#Coronavirus 
#COVID19 
#SputnikV
#vaccines
#Russia:
Health Minister: Agree… https://t.co/THq11fb5sV","['Algeria', 'الجزائر', 'الجزاير', 'Algerie', 'Coronavirus', 'COVID19', 'SputnikV', 'vaccines', 'Russia']",Negative
27,"If DRAP was going to approve #Covishield and #SputnikV #vaccine, why no bridging trials were planned in Pakistan?… https://t.co/msRHs1MMuN","['Covishield', 'SputnikV', 'vaccine']",Negative
28,Bloomberg: Sputnik V vaccine was a scientific breakthrough - #Bloomberg: #SputnikV vaccine was a #scientific… https://t.co/D8OyRHUxuD,"['Bloomberg', 'SputnikV', 'scientific']",Negative
29,@GeoffreyOnyeama #SputnikV is the best vaccine out there don’t allow Nigerians with other bad or deadly vaccines.… https://t.co/ohKm9LwhvG,['SputnikV'],Negative
30,"#SputnikV  success won’t change hostility toward #Putin among Western governments, though it could strengthen… https://t.co/zfdBrcqB7H","['SputnikV', 'Putin']",Positive
31,@BNSLithuania @LithuaniaHealth Should consider #SputnikV - affordable and 91.6% effective. Astrazeneca used part of… https://t.co/ijYrhS8avK,['SputnikV'],Positive
32,"@Sr_Sereno Hi, you can read this thread from @dyctiostelium here: https://t.co/epR92lcQDy  #SputnikV",['SputnikV'],Negative
33,"#Algeria
#الجزائر  
#الجزاير  
#Algerie
#Coronavirus 
#COVID19 
#SputnikV
#vaccines
#Russia:
Covid-19/ #Saidal: Neg… https://t.co/T1Yp5AnoAh","['Algeria', 'الجزائر', 'الجزاير', 'Algerie', 'Coronavirus', 'COVID19', 'SputnikV', 'vaccines', 'Russia', 'Saidal']",Negative
34,Coming from #Bloomberg this is quite an admission. #SputnikV https://t.co/iwI7QPlxHO,"['Bloomberg', 'SputnikV']",Negative
35,"My PM @IngridaSimonyte calls spade a spade and says “thank you but no” to #SputnikV #vaccines ""from #Russia with lo… https://t.co/ZGbgkUdQRO","['SputnikV', 'vaccines', 'Russia']",Negative
36,"MORTAL KOVID-19 [VACCINATION] 
#ковид #COVID_19 #SputnikV  #vaccines https://t.co/zPD4DWCXMK","['ковид', 'COVID_19', 'SputnikV', 'vaccines']",Negative
37,"I’m Russian, but living in Taiwan. @sputnikvaccine send me one #SputnikV with ice-cream 🍦😄 https://t.co/YrAWwJ94h3",['SputnikV'],Negative
38,@roy_lanek @semper_vincit @GeromanAT @nawapon10 @peterpobjecky @gpovanman @AKorybko #SputnikV is the only real vacc… https://t.co/XfiFNE563y,['SputnikV'],Positive
39,#Slovakia could produce #Russia’s #SputnikV vaccine - PM #Matovic https://t.co/pchzbvysjS,"['Slovakia', 'Russia', 'SputnikV', 'Matovic']",Negative
40,@kennethmjohnson Too much real. #SputnikV https://t.co/visCmKRmwG,['SputnikV'],Positive
41,@TheLancet article hugely boosted #SputnikV @sputnikvaccine vaccine image in the EU. We are already witnessing a ra… https://t.co/ZEQZxhsftT,['SputnikV'],Positive
42,#SputnikV Ligth 🤏🏻🍕 https://t.co/sjCRiQGMeK,['SputnikV'],Negative
43,"Putin’s once-scorned vaccine now favorite in pandemic fight 

#Russia #COVID19 #vaccine #SputnikV 

https://t.co/PPMUNrgwAB","['Russia', 'COVID19', 'vaccine', 'SputnikV']",Positive
44,"Earlier this month, #Venezuelan President Nicolas #Maduro said that clinical trials of #SputnikV had shown an effic… https://t.co/cXLxnDF2zA","['Venezuelan', 'Maduro', 'SputnikV']",Negative
45,"Russia’s #SputnikV coronavirus vaccine safest in world, Maduro says

@NicolasMaduro @sputnikvaccine https://t.co/t05agPiuJU",['SputnikV'],Negative
46,"Editorial or commercial uses: 
https://t.co/4Fm3EJBNd2
#marketingagency #SputnikV  #Pfizervaccine #Vaccine… https://t.co/x7hzZYVzdn","['marketingagency', 'SputnikV', 'Pfizervaccine', 'Vaccine']",Negative
47,"No Putinsauce for me, please! 👿👿👿 #SputnikV",['SputnikV'],Negative
48,#Fakenews by PM of #Lithuania about #SputnikV vaccine in #Russia. The vaccine in Russia is available and massive va… https://t.co/Pf1eAJ1LGJ,"['Fakenews', 'Lithuania', 'SputnikV', 'Russia']",Positive
49,"Russia's #SputnikV vaccine fully approved for Use in Hungary, minister says

@sputnikvaccine https://t.co/VaHRoaCvtD",['SputnikV'],Negative
50,"Efficacy of Sputnik V against COVID-19 was reported at 91.6%
#coronavirus #covid19 #SputnikV #Gamaleya #pharmatimes… https://t.co/daMwObFNhm","['coronavirus', 'covid19', 'SputnikV', 'Gamaleya', 'pharmatimes']",Negative
51,"Russia’s #SputnikV coronavirus vaccine safest in world, Maduro says

@NicolasMaduro @sputnikvaccine https://t.co/v4R8SSdP8j",['SputnikV'],Negative
52,Countries that may buy or produce #Russia's vaccine #SputnikV https://t.co/RO9z8Q1yqt #covid19 https://t.co/XdFYAkDLEO,"['Russia', 'SputnikV', 'covid19']",Negative
53,"@les_politiques @bpolitics Scandalous that CDN's are being denied the best &amp; safest vaccine-#SputnikV?  R @CPC_HQ,… https://t.co/jsgHpDAbTJ",['SputnikV'],Positive
54,"""Countries are lining up for supplies of #SputnikV after peer-reviewed results published in The Lancet medical jour… https://t.co/LMQsipDYUH",['SputnikV'],Negative
55,"@JosepBorrellF @EmmanuelMacron @JY_LeDrian
The Russian #vaccine  must not make us forget #Putin’s poison.
#SputnikV… https://t.co/zMTb0Afk1y","['vaccine', 'Putin', 'SputnikV']",Negative
56,@bhekaNkonyane @News24 No harm in reading up more on #SputnikV. The Lancet Report on it may be a good start. What y… https://t.co/bIROPzWNAE,['SputnikV'],Positive
57,Venezuela says Russia’s #SputnikV coronavirus vaccine is the safest in world. This comes days after multiple Europe… https://t.co/xaGIhNVKSi,['SputnikV'],Negative
58,"UPDATE | Russia’s #SputnikV coronavirus vaccine safest in world, Maduro says

#SputnikUpdates @NicolasMaduro… https://t.co/NkRCmOvcVC","['SputnikV', 'SputnikUpdates']",Negative
59,@FT If it's not #sputnikV Negros in that country best be scared shitless!,['sputnikV'],Positive
60,Also #SputnikV &gt; #Astra?,"['SputnikV', 'Astra']",Negative
61,"Wanneer wordt #SputnikV ingekocht?😷
""A heterologous recombinant adenovirus (rAd)-based vaccine, Gam-COVID-Vac (Sput… https://t.co/aIhN3HdKP2",['SputnikV'],Negative
62,Whole of South America is being vaccinated with #SputnikV from @KremlinRussia_E Russia!  Did you know that ?,['SputnikV'],Positive
63,The only correct thing here is that #SputnikV is good. The rest is a rather primitive lie (&gt;1 mln people already go… https://t.co/MybhEreKJU,['SputnikV'],Positive
64,"Hungary Approves Russia’s #SputnikV  #vaccine
""Budapest will receive two million doses over the next three months.""… https://t.co/gBkqQYtCpP","['SputnikV', 'vaccine']",Negative
65,"@georgegalloway @MoatsTV I think a better question would be ""Should Britain put the data on #SputnikV vaccine to th… https://t.co/C0W90UdMGo",['SputnikV'],Positive
66,"#MOATS | POLL 

“Should Britain approve the #SputnikV vaccine?” 

Or have your say in the comments below and I migh… https://t.co/zJAcX0kUZi","['MOATS', 'SputnikV']",Negative
67,@AnneWillTalk you should but #SputnikV from @KremlinRussia_E Putin and start vaccinating people in West and east Ge… https://t.co/EdcO9ULkNf,['SputnikV'],Negative
68,"@IngridaSimonyte You say #SputnikV is hybrid weapon,
-- yeah, considering that #Russia has mass vaccination against… https://t.co/bLT2bMJJ74","['SputnikV', 'Russia']",Negative
69,@MaElena06 The #SputnikV study indicates most reported adverse events were grade 1 (mild). 0·3% of participants in… https://t.co/JjXU26WY7X,['SputnikV'],Positive
70,Coronavirus live: #SouthAfrica suspends use of #AstraZeneca ; Hungary approves #SputnikV jab https://t.co/3GbDqoy4sb,"['SouthAfrica', 'AstraZeneca', 'SputnikV']",Positive
71,"@VirusesImmunity Argentina is using #SputnikV and #Mexico is planning to use it too, they haven’t finished de 3rd f… https://t.co/DPBPG1kKy9","['SputnikV', 'Mexico']",Negative
72,While Rouhani says the vaccination of“vulnerable groups”is to start this week with few thousand Russian #SputnikV d… https://t.co/KRD4DUGaVP,['SputnikV'],Negative
73,"By the way, Russia's #SputnikV has over 90% efficacy

The #AstraZeneca which we paid billions for is going to be li… https://t.co/Ple6GlJ9eY","['SputnikV', 'AstraZeneca']",Negative
74,"""National healthcare service center has completed necessary formal studies of #SputnikV vaccine which has determine… https://t.co/xt7JSfA7YV",['SputnikV'],Negative
75,@Siviwe_G @Dusty51266077 @DrZweliMkhize When are they trying #SputnikV since we are in a process of try and error.,['SputnikV'],Negative
76,"#Russia pulls ahead of #China in Central Asia vaccine diplomacy
#SputnikV vaccine gains traction as working with Be… https://t.co/DfzHJ6r3YQ","['Russia', 'China', 'SputnikV']",Negative
77,"@Russ_Warrior @Cosmopolitka Don't waste the #SputnikV on Western #warcriminals (a.k.a. the #USA, #EU and #NATO) @mfa_russia","['SputnikV', 'warcriminals', 'USA', 'EU', 'NATO']",Negative
78,"Russia's #SputnikV vaccine fully approved for Use in Hungary, minister says

@sputnikvaccine https://t.co/lRV5GOOaHr",['SputnikV'],Negative
79,@js100js100 @WakeAustralia 3 million doses of #SputnikV given without a single death or a single long-term side eff… https://t.co/eOZiReNyMu,['SputnikV'],Negative
80,"#SputnikV-@AstraZeneca #covid19 #vaccine trials to start next week in Azerbaijan and several Middle East nations, a… https://t.co/y7xALHoL3b","['SputnikV', 'covid19', 'vaccine']",Negative
81,"""Russia's Sputnik V vaccine has 92% efficacy in trial"" https://t.co/NSDcQlZGHa #SputnikV",['SputnikV'],Negative
82,"Is @GovCanHealth testing #SputnikV for use in #Canada? 
If not, why not? 
Canada has a shortage, Russia has vaccine… https://t.co/ZHkY6h0zFv","['SputnikV', 'Canada']",Negative
83,#IStandWithTrudeau if he #CALLSRUSSIA and asks them for #SputnikV - one of the top 3 vaccines in the world. And it'… https://t.co/GYv1Ik0ODF,"['IStandWithTrudeau', 'CALLSRUSSIA', 'SputnikV']",Positive
84,@Quicktake @TheLancet @richardhorton1 @AnitaOakville : Will #SputnikV 🇷🇺 be run through the approval process in Can… https://t.co/Hu43mMuezU,['SputnikV'],Negative
85,"After #Iran @JZarif, Zimbabwe in talks with @KremlinRussia_E to get #SputnikV  

https://t.co/5VcRUiUrQq

Josef's… https://t.co/R8lUU9A7Q2","['Iran', 'SputnikV']",Negative
86,#Putin’s Once-Scorned Vaccine Now Favorite in #Pandemic Fight - #SputnikV https://t.co/mIH9ux12A3,"['Putin', 'Pandemic', 'SputnikV']",Positive
87,Putin’s Once-Scorned Vaccine Now Favorite in Pandemic Fight. #SputnikV in the fridge just might help slow down… https://t.co/VCtWB63JES,['SputnikV'],Positive
88,"Are we going to take #SputnikV if the AZ one is crap?

        #COVID19 #CoronaVirus #C4News https://t.co/kT6xuaMr1c","['SputnikV', 'COVID19', 'CoronaVirus', 'C4News']",Negative
89,"Alexander Tokovinin on #SputnikV for #dimancheRTL:
""We are in contact with several countries to organize the produc… https://t.co/C0RieAlVBl","['SputnikV', 'dimancheRTL']",Negative
90,"This will end well... 

Also, chocolate CHIP me 🙏🏽🙏🏽🙏🏽 #SputnikV https://t.co/NQvRM79Lyw",['SputnikV'],Negative
91,#Iran is starting vaccination with #SputnikV upcoming week on 9th February. https://t.co/2tUX82tmgC,"['Iran', 'SputnikV']",Negative
92,"@IngridaSimonyte Nonsense!
BTW, #SputnikV is the primary vaccine in use in Russia today, &amp; vaccinations are volunta… https://t.co/9qrhHpqmrg",['SputnikV'],Positive
93,UPDATE | Hungary's healthcare centre officially approves use of Russian #SputnikV COVID vaccine in the country… https://t.co/sFnKOitPs7,['SputnikV'],Negative
94,"Last examination of Russian #SputnikV vaccine has been completed in #Hungary, government minister announces. Vaccin… https://t.co/zPcCHQgpUx","['SputnikV', 'Hungary']",Negative
95,"#SputnikV the #Russian vaccine is one of the best in the world.......

https://t.co/a667CDWcHn","['SputnikV', 'Russian']",Positive
96,"@IngridaSimonyte Mass vaccination in Russia with #SputnikV began on the 18th of January, so drop your anti-Russian… https://t.co/HDjaXFM2bU",['SputnikV'],Negative
97,The Russian #SputnikV vaccine that showed strong effect and little side effects  https://t.co/nKDGjvWR7H,['SputnikV'],Positive
98,"Moscow's #vaccinediplomacy appears to be doing far better than Beijing's efforts at #HealthSilkRoad🤔
#SputnikV https://t.co/QMik6TUkhD","['vaccinediplomacy', 'HealthSilkRoad', 'SputnikV']",Positive
99,"If they want it, I can accept an overdose 🍦💉🤗 #SputnikV  #VaccinationCovid https://t.co/MfIrP5l655","['SputnikV', 'VaccinationCovid']",Negative
100,"Russia refutes Lithuania's criticism of Sputnik V, stresses vaccine's global recognition

#SputnikV @sputnikvaccine https://t.co/yFK6vpd7VS",['SputnikV'],Negative
101,"@gmbutts #SputnikV -20 storage, or freeze dried, efficacious, safe, $10 a dose. Justin needs to call Russia today.… https://t.co/gEZ8AVsfpF",['SputnikV'],Positive
102,"#Expert: #SputnikV Piercing through Cordons of #Political #Lobbying Worldwide 
https://t.co/pCvWvBzNwj via @Russia Business Today","['Expert', 'SputnikV', 'Political', 'Lobbying']",Negative
103,"@vijaythottathil @DrJayanThiyagu Thank God, you did not get #SputnikV , from Russian boys",['SputnikV'],Negative
104,"#ExTory Leader Accuses #EU of ‘Kissing Russia’s Backside’ for #SputnikV Praise 
https://t.co/AHmwuZ9bkW via @Russia Business Today","['ExTory', 'EU', 'SputnikV']",Negative
105,"It might be that #IDT $IDT will produce the #SputnikV #vaccine #vaccinationCovid in Dessau, Germany !!!  IDT Biolog… https://t.co/ehE1UGkOXf","['IDT', 'SputnikV', 'vaccine', 'vaccinationCovid']",Negative
106,"🇭🇺💉 #Hungary has approved #Russia's coronavirus #vaccine #SputnikV with 40,000 doses already to be given.

The coun… https://t.co/YiVHf21Xsu","['Hungary', 'Russia', 'vaccine', 'SputnikV']",Negative
107,"#Argentina #World #Covid19 #SputnikV #Russia #Vaccine 

President Alberto Fernández's government is backing efforts… https://t.co/AEnY3wg0sV","['Argentina', 'World', 'Covid19', 'SputnikV', 'Russia', 'Vaccine']",Negative
108,#Sheremetyevo (@svo_airport) Airport Begins #SputnikV Vaccination Program for Employees and Passengers… https://t.co/R0fLIMdY51,"['Sheremetyevo', 'SputnikV']",Negative
109,"Remember #doping scandal in #Sochi2014? Watch Icarus on #Netflix if you don’t.
How can #SputnikV #vaccine trials da… https://t.co/B3IhipR3mR","['doping', 'Sochi2014', 'Netflix', 'SputnikV', 'vaccine']",Negative
110,"Europe &amp; "" #realpolitik "" dilemma. Our cartoonist's take #Russia #Navalny #SputnikV https://t.co/B28fvmxyK8","['realpolitik', 'Russia', 'Navalny', 'SputnikV']",Negative
111,"Russia records 15,916 daily confirmed cases of COVID-19 #Moscow #Russia #AstraZeneca #SputnikV #pazartesi… https://t.co/WP5jyKd1sP","['Moscow', 'Russia', 'AstraZeneca', 'SputnikV', 'pazartesi']",Positive
112,"We need the Russian vaccine, #SputnikV #COVID19","['SputnikV', 'COVID19']",Negative
113,"Just in case you missed it:

EU’s top diplomat hopes #SputnikV will be approved in bloc.

@JosepBorrellF… https://t.co/hSwCRD8oBY",['SputnikV'],Positive
114,"@justintrudeau It's okay, you can #CALLRUSSIA today for some #SputnikV. DC will approve the call for sure. Thanks/m… https://t.co/Yi5qOvA27Y","['CALLRUSSIA', 'SputnikV']",Positive
115,Vaccine nationalism has to stop: EU moves to authorize #SputnikV https://t.co/9HVbemh3mH,['SputnikV'],Negative
116,#Belgium looking into possibility to purchase #SputnikV but no work on $NVAX... Ridiculous,"['Belgium', 'SputnikV']",Negative
117,@yenanoha #SPUTNIKV Not a single person with a side effect and not a single death post vaccination #MOSCOW… https://t.co/z0hpEwb3Lz,"['SPUTNIKV', 'MOSCOW']",Negative
118,"Spectator @spectator: Why Germany is eyeing up the #SputnikV vaccine

https://t.co/waSc8rJwYa",['SputnikV'],Negative
119,"#Health : 
#Russia and #Turkey  in joint will product hundreds million jabs of #SputnikV #coronavirus #vaccine. 

P… https://t.co/pJw2qN0vwW","['Health', 'Russia', 'Turkey', 'SputnikV', 'coronavirus', 'vaccine']",Negative
120,"Europe recognises #Russia's #SputnikV is a more versatile, cheaper, and, generally superior product. The inferior n… https://t.co/kSbJmFpnmN","['Russia', 'SputnikV']",Positive
121,"Coronavirus worldwide: The number of confirmed cases reaches 106,691,461 #COVID19 #pazartesi #SputnikV… https://t.co/DNvW9o9XT6","['COVID19', 'pazartesi', 'SputnikV']",Positive
122,@SakinaKamwendo why are journalists scared to ask government about the use of #SputnikV,['SputnikV'],Negative
123,#Putin’s Once-Scorned Vaccine Now Favorite in Pandemic Fight. #SputnikV https://t.co/tvg7ev6taB,"['Putin', 'SputnikV']",Positive
124,#Health : Russia and Turkey in joint will product hundreds million jabs of #SputnikV #coronavirus #vaccine.… https://t.co/VGf7pbgM1x,"['Health', 'SputnikV', 'coronavirus', 'vaccine']",Negative
125,"#Health,#Covid19,#Vaccine : 

#Russia and #Turkey in joint will product hundreds million jabs of #SputnikV… https://t.co/eUpAD199lG","['Health', 'Covid19', 'Vaccine', 'Russia', 'Turkey', 'SputnikV']",Negative
126,"“Looking at the production of the #SputnikV #vaccine it is hard to see how to get the numbers”, @BasEickhout said a… https://t.co/EDnmrWW7l3","['SputnikV', 'vaccine']",Negative
127,"#Russia’s #SputnikV vaccine gets all-clear in #Hungary

https://t.co/uvFRGispi5","['Russia', 'SputnikV', 'Hungary']",Negative
128,"#Algeria
#الجزائر  
#الجزاير  
#Algerie
#Coronavirus 
#COVID19 
#vaccines 
#Russia
#SputnikV
#AstraZeneca
Vaccinati… https://t.co/uec5dp5d7M","['Algeria', 'الجزائر', 'الجزاير', 'Algerie', 'Coronavirus', 'COVID19', 'vaccines', 'Russia', 'SputnikV', 'AstraZeneca']",Negative
129,"#Algeria
#الجزائر  
#الجزاير  
#Algerie
#Coronavirus 
#COVID19 
#vaccines 
#Russia
#SputnikV
Producing anti Covid-1… https://t.co/di4kWN3zao","['Algeria', 'الجزائر', 'الجزاير', 'Algerie', 'Coronavirus', 'COVID19', 'vaccines', 'Russia', 'SputnikV']",Negative
130,"Czech PM Andrej Babiš: On Friday, we visited Hungary to get more information about the use of the #SputnikV vaccine… https://t.co/cQdRhGukF3",['SputnikV'],Positive
131,"Russia records 15,916 daily confirmed cases of COVID-19 #Moscow #Russia #AstraZeneca #SputnikV #pazartesi… https://t.co/WwmyuqbJfG","['Moscow', 'Russia', 'AstraZeneca', 'SputnikV', 'pazartesi']",Positive
132,"Dr. Fauci supports cooperation with Russia and China on vaccines, after Stellar results of #SputnikV in The Lancet.… https://t.co/aUzuWFFdif",['SputnikV'],Positive
133,"Hungarian health authorities have approved Russia’s #coronavirus vaccine #SputnikV, the government said yesterday,… https://t.co/NAnL8dpRvf","['coronavirus', 'SputnikV']",Negative
134,"Coronavirus worldwide: The number of confirmed cases reaches 106,691,461 #COVID19 #pazartesi #SputnikV… https://t.co/p376Z0vcOy","['COVID19', 'pazartesi', 'SputnikV']",Positive
135,"Had we got the #SputnikV vaccine, we wouldn't be here.",['SputnikV'],Negative
136,I will wait for Mother Russia to supply #SputnikV 92% efficacy🇷🇺 https://t.co/IyvMkXHdQX,['SputnikV'],Negative
137,"I just laugh 😆 at such ....

Talk about the #SputnikV💉 https://t.co/qL0TNhIMO4",['SputnikV'],Positive
138,"Russia's #SputnikV vaccine fully approved for use in Hungary, minister says

@sputnikvaccine https://t.co/VaHRoaCvtD",['SputnikV'],Negative
139,Did we underestimate #Russia’s #vaccine? #SputnikV #COVID #COVIDVaccine @washingtonpost @nytimes @FinancialTimes… https://t.co/CtfWmGV35S,"['Russia', 'vaccine', 'SputnikV', 'COVID', 'COVIDVaccine']",Negative
140,The @EEC_EAEU &amp; @rdif_press are further developing the joint production of the 🇷🇺#Russian #SputnikV #vaccine agains… https://t.co/6OzdqeltaD,"['Russian', 'SputnikV', 'vaccine']",Negative
141,What Role #Russia 's #SputnikV COVID-19 Vaccine Will Play In Ending The Pandemic https://t.co/1ZctZnDkk7,"['Russia', 'SputnikV']",Negative
142,"Russia, Turkey in talks on joint production of #SputnikV #COVID19Vaccine, ambassador says

@sputnikvaccine https://t.co/adLhfJS5es","['SputnikV', 'COVID19Vaccine']",Negative
143,Russia's #SputnikV comes with free ice cream! I'd rather have bubble tea tho https://t.co/yGEb1b41hG,['SputnikV'],Positive
144,@fordnation Doug Ford and Trudeau will not ask Russia to produce  #SputnikV vaccine 91.6% effective against… https://t.co/9HgFzjJtyd,['SputnikV'],Positive
145,Doug Ford and Trudeau will not ask Russia to produce  #SputnikV vaccine 91.6% effective against #COVID19 in Ontario… https://t.co/rrmGqe564u,"['SputnikV', 'COVID19']",Positive
146,🇺🇦 💉 Ukrainian President Volodymyr Zelensky explained that the country decided to reject the #SputnikV COVID-19 vac… https://t.co/2K574Ylhcc,['SputnikV'],Negative
147,Canada politicizing #COVID19 Doug Ford and Justin Trudeau refuse to call Mr. Putin to produce #SputnikV Russia vacc… https://t.co/9upcMUMHIi,"['COVID19', 'SputnikV']",Negative
148,#CovidVaccine Administration will be started today in #Iran with #SputnikV Russia 🇷🇺 on priority health frontiers i… https://t.co/TT1erIh3DO,"['CovidVaccine', 'Iran', 'SputnikV']",Negative
149,"@businessinsider
Does #SputnikV provides protection against new #SouthAfrica variants???
Response will be appreciated.","['SputnikV', 'SouthAfrica']",Positive
150,"#EU went begging to #Russia for a #SputnikV vaccine. Oh the shame.

When it's my turn and it's this vaccine I'll fl… https://t.co/1nH0iZNf3l","['EU', 'Russia', 'SputnikV']",Negative
